5 Minutes,Lane 1 Flow (Veh/5 Minutes),% Observed
2/01/2015 7:55,32,100
2/01/2015 8:00,0,0
2/01/2015 8:05,0,0
2/01/2015 8:10,0,0
2/01/2015 8:15,0,0
2/01/2015 8:20,0,0
2/01/2015 8:25,0,0
2/01/2015 8:30,0,0
2/01/2015 8:35,0,0
2/01/2015 8:40,0,0
2/01/2015 8:45,0,0
2/01/2015 8:50,0,0
2/01/2015 8:55,0,0
2/01/2015 9:00,0,0
2/01/2015 9:05,0,0
2/01/2015 9:10,0,0
2/01/2015 9:15,0,0
2/01/2015 9:20,0,0
2/01/2015 9:25,0,0
2/01/2015 9:30,0,0
2/01/2015 9:35,0,0
2/01/2015 9:40,0,0
2/01/2015 9:45,0,0
2/01/2015 9:50,0,0
2/01/2015 9:55,0,0
2/01/2015 10:00,0,0
2/01/2015 10:05,0,0
2/01/2015 10:10,0,0
2/01/2015 10:15,0,0
2/01/2015 10:20,0,0
2/01/2015 10:25,66,100
2/01/2015 10:30,54,100
2/01/2015 10:35,51,100
2/01/2015 10:40,85,100
2/01/2015 10:45,55,100
2/01/2015 10:50,53,100
2/01/2015 10:55,53,100
2/01/2015 11:00,68,100
2/01/2015 11:05,74,100
2/01/2015 11:10,69,100
2/01/2015 11:15,64,100
2/01/2015 11:20,60,100
2/01/2015 11:25,77,100
2/01/2015 11:30,65,100
2/01/2015 11:35,58,100
2/01/2015 11:40,96,100
2/01/2015 11:45,80,100
2/01/2015 11:50,78,100
2/01/2015 11:55,53,100
2/01/2015 12:00,93,100
2/01/2015 12:05,81,100
2/01/2015 12:10,74,100
2/01/2015 12:15,88,100
2/01/2015 12:20,85,100
2/01/2015 12:25,69,100
2/01/2015 12:30,98,100
2/01/2015 12:35,82,100
2/01/2015 12:40,73,100
2/01/2015 12:45,80,100
2/01/2015 12:50,82,100
2/01/2015 12:55,74,100
2/01/2015 13:00,82,100
2/01/2015 13:05,81,100
2/01/2015 13:10,98,100
2/01/2015 13:15,85,100
2/01/2015 13:20,117,100
2/01/2015 13:25,0,0
2/01/2015 13:30,0,0
2/01/2015 13:35,0,0
2/01/2015 13:40,0,0
2/01/2015 13:45,0,0
2/01/2015 13:50,100,100
2/01/2015 13:55,94,100
2/01/2015 14:00,103,100
2/01/2015 14:05,81,100
2/01/2015 14:10,97,100
2/01/2015 14:15,85,100
2/01/2015 14:20,104,100
2/01/2015 14:25,96,100
2/01/2015 14:30,76,100
2/01/2015 14:35,80,100
2/01/2015 14:40,99,100
2/01/2015 14:45,85,100
2/01/2015 14:50,91,100
2/01/2015 14:55,97,100
2/01/2015 15:00,96,100
2/01/2015 15:05,83,100
2/01/2015 15:10,99,100
2/01/2015 15:15,72,100
2/01/2015 15:20,68,100
2/01/2015 15:25,77,100
2/01/2015 15:30,96,100
2/01/2015 15:35,77,100
2/01/2015 15:40,83,100
2/01/2015 15:45,82,100
2/01/2015 15:50,95,100
2/01/2015 15:55,55,100
2/01/2015 16:00,50,100
2/01/2015 16:05,70,100
2/01/2015 16:10,71,100
2/01/2015 16:15,62,100
2/01/2015 16:20,83,100
2/01/2015 16:25,83,100
2/01/2015 16:30,80,100
2/01/2015 16:35,65,100
2/01/2015 16:40,48,100
2/01/2015 16:45,57,100
2/01/2015 16:50,58,100
2/01/2015 16:55,62,100
2/01/2015 17:00,73,100
2/01/2015 17:05,67,100
2/01/2015 17:10,78,100
2/01/2015 17:15,53,100
2/01/2015 17:20,45,100
2/01/2015 17:25,54,100
2/01/2015 17:30,71,100
2/01/2015 17:35,55,100
2/01/2015 17:40,53,100
2/01/2015 17:45,60,100
2/01/2015 17:50,49,100
2/01/2015 17:55,63,100
2/01/2015 18:00,48,100
2/01/2015 18:05,67,100
2/01/2015 18:10,73,100
2/01/2015 18:15,66,100
2/01/2015 18:20,64,100
2/01/2015 18:25,55,100
2/01/2015 18:30,48,100
2/01/2015 18:35,50,100
2/01/2015 18:40,78,100
2/01/2015 18:45,52,100
2/01/2015 18:50,27,100
2/01/2015 18:55,44,100
2/01/2015 19:00,59,100
2/01/2015 19:05,42,100
2/01/2015 19:10,62,100
2/01/2015 19:15,69,100
2/01/2015 19:20,79,100
2/01/2015 19:25,81,100
2/01/2015 19:30,97,100
2/01/2015 19:35,76,100
2/01/2015 19:40,86,100
2/01/2015 19:45,62,100
2/01/2015 19:50,80,100
2/01/2015 19:55,59,100
2/01/2015 20:00,73,100
2/01/2015 20:05,66,100
2/01/2015 20:10,70,100
2/01/2015 20:15,54,100
2/01/2015 20:20,52,100
2/01/2015 20:25,53,100
2/01/2015 20:30,83,100
2/01/2015 20:35,70,100
2/01/2015 20:40,65,100
2/01/2015 20:45,0,0
2/01/2015 20:50,46,100
2/01/2015 20:55,54,100
2/01/2015 21:00,46,100
2/01/2015 21:05,69,100
2/01/2015 21:10,60,100
2/01/2015 21:15,66,100
2/01/2015 21:20,76,100
2/01/2015 21:25,51,100
2/01/2015 21:30,52,100
2/01/2015 21:35,52,100
2/01/2015 21:40,47,100
2/01/2015 21:45,45,100
2/01/2015 21:50,43,100
2/01/2015 21:55,48,100
2/01/2015 22:00,44,100
2/01/2015 22:05,65,100
2/01/2015 22:10,62,100
2/01/2015 22:15,49,100
2/01/2015 22:20,51,100
2/01/2015 22:25,45,100
2/01/2015 22:30,40,100
2/01/2015 22:35,41,100
2/01/2015 22:40,27,100
2/01/2015 22:45,46,100
2/01/2015 22:50,21,100
2/01/2015 22:55,30,100
2/01/2015 23:00,38,100
2/01/2015 23:05,26,100
2/01/2015 23:10,33,100
2/01/2015 23:15,32,100
2/01/2015 23:20,30,100
2/01/2015 23:25,25,100
2/01/2015 23:30,26,100
2/01/2015 23:35,22,100
2/01/2015 23:40,23,100
2/01/2015 23:45,20,100
2/01/2015 23:50,17,100
2/01/2015 23:55,22,100
2/02/2015 0:00,26,100
2/02/2015 0:05,23,100
2/02/2015 0:10,25,100
2/02/2015 0:15,17,100
2/02/2015 0:20,24,100
2/02/2015 0:25,23,100
2/02/2015 0:30,22,100
2/02/2015 0:35,22,100
2/02/2015 0:40,8,100
2/02/2015 0:45,12,100
2/02/2015 0:50,9,100
2/02/2015 0:55,14,100
2/02/2015 1:00,7,100
2/02/2015 1:05,27,100
2/02/2015 1:10,15,100
2/02/2015 1:15,7,100
2/02/2015 1:20,6,100
2/02/2015 1:25,12,100
2/02/2015 1:30,8,100
2/02/2015 1:35,6,100
2/02/2015 1:40,12,100
2/02/2015 1:45,14,100
2/02/2015 1:50,9,100
2/02/2015 1:55,9,100
2/02/2015 2:00,9,100
2/02/2015 2:05,12,100
2/02/2015 2:10,29,100
2/02/2015 2:15,23,100
2/02/2015 2:20,16,100
2/02/2015 2:25,14,100
2/02/2015 2:30,7,100
2/02/2015 2:35,4,100
2/02/2015 2:40,9,100
2/02/2015 2:45,2,100
2/02/2015 2:50,8,100
2/02/2015 2:55,4,100
2/02/2015 3:00,10,100
2/02/2015 3:05,5,100
2/02/2015 3:10,4,100
2/02/2015 3:15,13,100
2/02/2015 3:20,6,100
2/02/2015 3:25,5,100
2/02/2015 3:30,15,100
2/02/2015 3:35,10,100
2/02/2015 3:40,5,100
2/02/2015 3:45,3,100
2/02/2015 3:50,6,100
2/02/2015 3:55,7,100
2/02/2015 4:00,10,100
2/02/2015 4:05,8,100
2/02/2015 4:10,14,100
2/02/2015 4:15,6,100
2/02/2015 4:20,3,100
2/02/2015 4:25,14,100
2/02/2015 4:30,10,100
2/02/2015 4:35,13,100
2/02/2015 4:40,16,100
2/02/2015 4:45,12,100
2/02/2015 4:50,13,100
2/02/2015 4:55,17,100
2/02/2015 5:00,15,100
2/02/2015 5:05,18,100
2/02/2015 5:10,25,100
2/02/2015 5:15,23,100
2/02/2015 5:20,27,100
2/02/2015 5:25,34,100
2/02/2015 5:30,30,100
2/02/2015 5:35,36,100
2/02/2015 5:40,36,100
2/02/2015 5:45,38,100
2/02/2015 5:50,44,100
2/02/2015 5:55,48,100
2/02/2015 6:00,34,100
2/02/2015 6:05,53,100
2/02/2015 6:10,51,100
2/02/2015 6:15,42,100
2/02/2015 6:20,44,100
2/02/2015 6:25,56,100
2/02/2015 6:30,83,100
2/02/2015 6:35,90,100
2/02/2015 6:40,75,100
2/02/2015 6:45,72,100
2/02/2015 6:50,79,100
2/02/2015 6:55,81,100
2/02/2015 7:00,82,100
2/02/2015 7:05,88,100
2/02/2015 7:10,89,100
2/02/2015 7:15,91,100
2/02/2015 7:20,95,100
2/02/2015 7:25,90,100
2/02/2015 7:30,90,100
2/02/2015 7:35,94,100
2/02/2015 7:40,88,100
2/02/2015 7:45,94,100
2/02/2015 7:50,95,100
2/02/2015 7:55,101,100
2/02/2015 8:00,102,100
2/02/2015 8:05,97,100
2/02/2015 8:10,107,100
2/02/2015 8:15,97,100
2/02/2015 8:20,104,100
2/02/2015 8:25,95,100
2/02/2015 8:30,110,100
2/02/2015 8:35,98,100
2/02/2015 8:40,81,100
2/02/2015 8:45,85,100
2/02/2015 8:50,92,100
2/02/2015 8:55,79,100
2/02/2015 9:00,61,100
2/02/2015 9:05,82,100
2/02/2015 9:10,93,100
2/02/2015 9:15,82,100
2/02/2015 9:20,95,100
2/02/2015 9:25,97,100
2/02/2015 9:30,99,100
2/02/2015 9:35,87,100
2/02/2015 9:40,88,100
2/02/2015 9:45,76,100
2/02/2015 9:50,86,100
2/02/2015 9:55,74,100
2/02/2015 10:00,91,100
2/02/2015 10:05,72,100
2/02/2015 10:10,87,100
2/02/2015 10:15,82,100
2/02/2015 10:20,91,100
2/02/2015 10:25,74,100
2/02/2015 10:30,77,100
2/02/2015 10:35,96,100
2/02/2015 10:40,99,100
2/02/2015 10:45,75,100
2/02/2015 10:50,94,100
2/02/2015 10:55,93,100
2/02/2015 11:00,85,100
2/02/2015 11:05,73,100
2/02/2015 11:10,77,100
2/02/2015 11:15,86,100
2/02/2015 11:20,94,100
2/02/2015 11:25,111,100
2/02/2015 11:30,94,100
2/02/2015 11:35,109,100
2/02/2015 11:40,97,100
2/02/2015 11:45,97,100
2/02/2015 11:50,103,100
2/02/2015 11:55,100,100
2/02/2015 12:00,90,100
2/02/2015 12:05,98,100
2/02/2015 12:10,85,100
2/02/2015 12:15,95,100
2/02/2015 12:20,106,100
2/02/2015 12:25,103,100
2/02/2015 12:30,84,100
2/02/2015 12:35,100,100
2/02/2015 12:40,113,100
2/02/2015 12:45,99,100
2/02/2015 12:50,79,100
2/02/2015 12:55,104,100
2/02/2015 13:00,106,100
2/02/2015 13:05,92,100
2/02/2015 13:10,99,100
2/02/2015 13:15,102,100
2/02/2015 13:20,100,100
2/02/2015 13:25,102,100
2/02/2015 13:30,119,100
2/02/2015 13:35,111,100
2/02/2015 13:40,103,100
2/02/2015 13:45,106,100
2/02/2015 13:50,113,100
2/02/2015 13:55,98,100
2/02/2015 14:00,109,100
2/02/2015 14:05,114,100
2/02/2015 14:10,113,100
2/02/2015 14:15,110,100
2/02/2015 14:20,104,100
2/02/2015 14:25,113,100
2/02/2015 14:30,113,100
2/02/2015 14:35,104,100
2/02/2015 14:40,99,100
2/02/2015 14:45,111,100
2/02/2015 14:50,109,100
2/02/2015 14:55,116,100
2/02/2015 15:00,116,100
2/02/2015 15:05,120,100
2/02/2015 15:10,107,100
2/02/2015 15:15,116,100
2/02/2015 15:20,110,100
2/02/2015 15:25,111,100
2/02/2015 15:30,114,100
2/02/2015 15:35,112,100
2/02/2015 15:40,114,100
2/02/2015 15:45,110,100
2/02/2015 15:50,112,100
2/02/2015 15:55,113,100
2/02/2015 16:00,113,100
2/02/2015 16:05,115,100
2/02/2015 16:10,115,100
2/02/2015 16:15,115,100
2/02/2015 16:20,112,100
2/02/2015 16:25,117,100
2/02/2015 16:30,118,100
2/02/2015 16:35,114,100
2/02/2015 16:40,117,100
2/02/2015 16:45,116,100
2/02/2015 16:50,114,100
2/02/2015 16:55,120,100
2/02/2015 17:00,114,100
2/02/2015 17:05,116,100
2/02/2015 17:10,116,100
2/02/2015 17:15,117,100
2/02/2015 17:20,118,100
2/02/2015 17:25,117,100
2/02/2015 17:30,118,100
2/02/2015 17:35,113,100
2/02/2015 17:40,116,100
2/02/2015 17:45,118,100
2/02/2015 17:50,118,100
2/02/2015 17:55,113,100
2/02/2015 18:00,110,100
2/02/2015 18:05,119,100
2/02/2015 18:10,118,100
2/02/2015 18:15,121,100
2/02/2015 18:20,116,100
2/02/2015 18:25,119,100
2/02/2015 18:30,118,100
2/02/2015 18:35,115,100
2/02/2015 18:40,114,100
2/02/2015 18:45,104,100
2/02/2015 18:50,116,100
2/02/2015 18:55,116,100
2/02/2015 19:00,108,100
2/02/2015 19:05,112,100
2/02/2015 19:10,102,100
2/02/2015 19:15,114,100
2/02/2015 19:20,113,100
2/02/2015 19:25,118,100
2/02/2015 19:30,99,100
2/02/2015 19:35,95,100
2/02/2015 19:40,113,100
2/02/2015 19:45,92,100
2/02/2015 19:50,103,100
2/02/2015 19:55,109,100
2/02/2015 20:00,94,100
2/02/2015 20:05,100,100
2/02/2015 20:10,79,100
2/02/2015 20:15,79,100
2/02/2015 20:20,88,100
2/02/2015 20:25,93,100
2/02/2015 20:30,98,100
2/02/2015 20:35,96,100
2/02/2015 20:40,64,100
2/02/2015 20:45,85,100
2/02/2015 20:50,54,100
2/02/2015 20:55,79,100
2/02/2015 21:00,88,100
2/02/2015 21:05,86,100
2/02/2015 21:10,88,100
2/02/2015 21:15,91,100
2/02/2015 21:20,81,100
2/02/2015 21:25,71,100
2/02/2015 21:30,78,100
2/02/2015 21:35,65,100
2/02/2015 21:40,63,100
2/02/2015 21:45,39,100
2/02/2015 21:50,77,100
2/02/2015 21:55,52,100
2/02/2015 22:00,60,100
2/02/2015 22:05,66,100
2/02/2015 22:10,47,100
2/02/2015 22:15,54,100
2/02/2015 22:20,66,100
2/02/2015 22:25,42,100
2/02/2015 22:30,57,100
2/02/2015 22:35,63,100
2/02/2015 22:40,48,100
2/02/2015 22:45,34,100
2/02/2015 22:50,54,100
2/02/2015 22:55,52,100
2/02/2015 23:00,32,100
2/02/2015 23:05,60,100
2/02/2015 23:10,40,100
2/02/2015 23:15,40,100
2/02/2015 23:20,42,100
2/02/2015 23:25,31,100
2/02/2015 23:30,31,100
2/02/2015 23:35,35,100
2/02/2015 23:40,31,100
2/02/2015 23:45,27,100
2/02/2015 23:50,26,100
2/02/2015 23:55,24,100
2/03/2015 0:00,25,100
2/03/2015 0:05,24,100
2/03/2015 0:10,21,100
2/03/2015 0:15,19,100
2/03/2015 0:20,22,100
2/03/2015 0:25,22,100
2/03/2015 0:30,26,100
2/03/2015 0:35,28,100
2/03/2015 0:40,17,100
2/03/2015 0:45,20,100
2/03/2015 0:50,12,100
2/03/2015 0:55,9,100
2/03/2015 1:00,13,100
2/03/2015 1:05,16,100
2/03/2015 1:10,11,100
2/03/2015 1:15,10,100
2/03/2015 1:20,16,100
2/03/2015 1:25,9,100
2/03/2015 1:30,8,100
2/03/2015 1:35,17,100
2/03/2015 1:40,11,100
2/03/2015 1:45,9,100
2/03/2015 1:50,9,100
2/03/2015 1:55,11,100
2/03/2015 2:00,23,100
2/03/2015 2:05,19,100
2/03/2015 2:10,12,100
2/03/2015 2:15,13,100
2/03/2015 2:20,12,100
2/03/2015 2:25,17,100
2/03/2015 2:30,16,100
2/03/2015 2:35,13,100
2/03/2015 2:40,18,100
2/03/2015 2:45,10,100
2/03/2015 2:50,11,100
2/03/2015 2:55,8,100
2/03/2015 3:00,9,100
2/03/2015 3:05,4,100
2/03/2015 3:10,7,100
2/03/2015 3:15,11,100
2/03/2015 3:20,9,100
2/03/2015 3:25,9,100
2/03/2015 3:30,13,100
2/03/2015 3:35,8,100
2/03/2015 3:40,15,100
2/03/2015 3:45,10,100
2/03/2015 3:50,11,100
2/03/2015 3:55,8,100
2/03/2015 4:00,7,100
2/03/2015 4:05,15,100
2/03/2015 4:10,11,100
2/03/2015 4:15,6,100
2/03/2015 4:20,15,100
2/03/2015 4:25,8,100
2/03/2015 4:30,11,100
2/03/2015 4:35,14,100
2/03/2015 4:40,17,100
2/03/2015 4:45,16,100
2/03/2015 4:50,15,100
2/03/2015 4:55,18,100
2/03/2015 5:00,18,100
2/03/2015 5:05,24,100
2/03/2015 5:10,26,100
2/03/2015 5:15,17,100
2/03/2015 5:20,23,100
2/03/2015 5:25,22,100
2/03/2015 5:30,26,100
2/03/2015 5:35,36,100
2/03/2015 5:40,30,100
2/03/2015 5:45,28,100
2/03/2015 5:50,41,100
2/03/2015 5:55,53,100
2/03/2015 6:00,43,100
2/03/2015 6:05,45,100
2/03/2015 6:10,68,100
2/03/2015 6:15,56,100
2/03/2015 6:20,54,100
2/03/2015 6:25,63,100
2/03/2015 6:30,75,100
2/03/2015 6:35,64,100
2/03/2015 6:40,60,100
2/03/2015 6:45,76,100
2/03/2015 6:50,69,100
2/03/2015 6:55,77,100
2/03/2015 7:00,79,100
2/03/2015 7:05,94,100
2/03/2015 7:10,103,100
2/03/2015 7:15,88,100
2/03/2015 7:20,95,100
2/03/2015 7:25,98,100
2/03/2015 7:30,95,100
2/03/2015 7:35,92,100
2/03/2015 7:40,92,100
2/03/2015 7:45,92,100
2/03/2015 7:50,98,100
2/03/2015 7:55,91,100
2/03/2015 8:00,95,100
2/03/2015 8:05,86,100
2/03/2015 8:10,104,100
2/03/2015 8:15,94,100
2/03/2015 8:20,101,100
2/03/2015 8:25,89,100
2/03/2015 8:30,111,100
2/03/2015 8:35,97,100
2/03/2015 8:40,94,100
2/03/2015 8:45,84,100
2/03/2015 8:50,97,100
2/03/2015 8:55,73,100
2/03/2015 9:00,83,100
2/03/2015 9:05,103,100
2/03/2015 9:10,104,100
2/03/2015 9:15,79,100
2/03/2015 9:20,86,100
2/03/2015 9:25,64,100
2/03/2015 9:30,72,100
2/03/2015 9:35,86,100
2/03/2015 9:40,84,100
2/03/2015 9:45,99,100
2/03/2015 9:50,63,100
2/03/2015 9:55,84,100
2/03/2015 10:00,87,100
2/03/2015 10:05,83,100
2/03/2015 10:10,89,100
2/03/2015 10:15,78,100
2/03/2015 10:20,81,100
2/03/2015 10:25,83,100
2/03/2015 10:30,83,100
2/03/2015 10:35,77,100
2/03/2015 10:40,74,100
2/03/2015 10:45,77,100
2/03/2015 10:50,91,100
2/03/2015 10:55,84,100
2/03/2015 11:00,83,100
2/03/2015 11:05,94,100
2/03/2015 11:10,105,100
2/03/2015 11:15,109,100
2/03/2015 11:20,95,100
2/03/2015 11:25,93,100
2/03/2015 11:30,99,100
2/03/2015 11:35,96,100
2/03/2015 11:40,90,100
2/03/2015 11:45,113,100
2/03/2015 11:50,106,100
2/03/2015 11:55,107,100
2/03/2015 12:00,106,100
2/03/2015 12:05,107,100
2/03/2015 12:10,111,100
2/03/2015 12:15,109,100
2/03/2015 12:20,98,100
2/03/2015 12:25,82,100
2/03/2015 12:30,93,100
2/03/2015 12:35,98,100
2/03/2015 12:40,93,100
2/03/2015 12:45,89,100
2/03/2015 12:50,111,100
2/03/2015 12:55,98,100
2/03/2015 13:00,109,100
2/03/2015 13:05,107,100
2/03/2015 13:10,92,100
2/03/2015 13:15,116,100
2/03/2015 13:20,104,100
2/03/2015 13:25,115,100
2/03/2015 13:30,118,100
2/03/2015 13:35,107,100
2/03/2015 13:40,115,100
2/03/2015 13:45,115,100
2/03/2015 13:50,114,100
2/03/2015 13:55,109,100
2/03/2015 14:00,104,100
2/03/2015 14:05,117,100
2/03/2015 14:10,114,100
2/03/2015 14:15,106,100
2/03/2015 14:20,99,100
2/03/2015 14:25,113,100
2/03/2015 14:30,109,100
2/03/2015 14:35,115,100
2/03/2015 14:40,107,100
2/03/2015 14:45,109,100
2/03/2015 14:50,116,100
2/03/2015 14:55,113,100
2/03/2015 15:00,108,100
2/03/2015 15:05,105,100
2/03/2015 15:10,108,100
2/03/2015 15:15,115,100
2/03/2015 15:20,100,100
2/03/2015 15:25,107,100
2/03/2015 15:30,110,100
2/03/2015 15:35,118,100
2/03/2015 15:40,116,100
2/03/2015 15:45,115,100
2/03/2015 15:50,110,100
2/03/2015 15:55,97,100
2/03/2015 16:00,109,100
2/03/2015 16:05,118,100
2/03/2015 16:10,111,100
2/03/2015 16:15,118,100
2/03/2015 16:20,118,100
2/03/2015 16:25,114,100
2/03/2015 16:30,115,100
2/03/2015 16:35,115,100
2/03/2015 16:40,113,100
2/03/2015 16:45,111,100
2/03/2015 16:50,118,100
2/03/2015 16:55,117,100
2/03/2015 17:00,118,100
2/03/2015 17:05,111,100
2/03/2015 17:10,121,100
2/03/2015 17:15,118,100
2/03/2015 17:20,121,100
2/03/2015 17:25,115,100
2/03/2015 17:30,113,100
2/03/2015 17:35,118,100
2/03/2015 17:40,118,100
2/03/2015 17:45,114,100
2/03/2015 17:50,111,100
2/03/2015 17:55,92,100
2/03/2015 18:00,100,100
2/03/2015 18:05,116,100
2/03/2015 18:10,95,100
2/03/2015 18:15,117,100
2/03/2015 18:20,116,100
2/03/2015 18:25,112,100
2/03/2015 18:30,110,100
2/03/2015 18:35,117,100
2/03/2015 18:40,105,100
2/03/2015 18:45,113,100
2/03/2015 18:50,116,100
2/03/2015 18:55,112,100
2/03/2015 19:00,115,100
2/03/2015 19:05,110,100
2/03/2015 19:10,114,100
2/03/2015 19:15,112,100
2/03/2015 19:20,113,100
2/03/2015 19:25,117,100
2/03/2015 19:30,99,100
2/03/2015 19:35,114,100
2/03/2015 19:40,113,100
2/03/2015 19:45,112,100
2/03/2015 19:50,107,100
2/03/2015 19:55,85,100
2/03/2015 20:00,99,100
2/03/2015 20:05,99,100
2/03/2015 20:10,102,100
2/03/2015 20:15,106,100
2/03/2015 20:20,79,100
2/03/2015 20:25,120,100
2/03/2015 20:30,82,100
2/03/2015 20:35,69,100
2/03/2015 20:40,94,100
2/03/2015 20:45,79,100
2/03/2015 20:50,92,100
2/03/2015 20:55,74,100
2/03/2015 21:00,98,100
2/03/2015 21:05,94,100
2/03/2015 21:10,92,100
2/03/2015 21:15,77,100
2/03/2015 21:20,90,100
2/03/2015 21:25,91,100
2/03/2015 21:30,77,100
2/03/2015 21:35,73,100
2/03/2015 21:40,74,100
2/03/2015 21:45,99,100
2/03/2015 21:50,77,100
2/03/2015 21:55,80,100
2/03/2015 22:00,60,100
2/03/2015 22:05,68,100
2/03/2015 22:10,78,100
2/03/2015 22:15,61,100
2/03/2015 22:20,52,100
2/03/2015 22:25,86,100
2/03/2015 22:30,67,100
2/03/2015 22:35,63,100
2/03/2015 22:40,61,100
2/03/2015 22:45,48,100
2/03/2015 22:50,37,100
2/03/2015 22:55,60,100
2/03/2015 23:00,42,100
2/03/2015 23:05,55,100
2/03/2015 23:10,62,100
2/03/2015 23:15,35,100
2/03/2015 23:20,57,100
2/03/2015 23:25,42,100
2/03/2015 23:30,41,100
2/03/2015 23:35,32,100
2/03/2015 23:40,40,100
2/03/2015 23:45,35,100
2/03/2015 23:50,38,100
2/03/2015 23:55,36,100
2/04/2015 0:00,31,100
2/04/2015 0:05,34,100
2/04/2015 0:10,33,100
2/04/2015 0:15,27,100
2/04/2015 0:20,25,100
2/04/2015 0:25,23,100
2/04/2015 0:30,21,100
2/04/2015 0:35,22,100
2/04/2015 0:40,18,100
2/04/2015 0:45,22,100
2/04/2015 0:50,15,100
2/04/2015 0:55,22,100
2/04/2015 1:00,20,100
2/04/2015 1:05,11,100
2/04/2015 1:10,12,100
2/04/2015 1:15,15,100
2/04/2015 1:20,15,100
2/04/2015 1:25,18,100
2/04/2015 1:30,13,100
2/04/2015 1:35,18,100
2/04/2015 1:40,15,100
2/04/2015 1:45,11,100
2/04/2015 1:50,11,100
2/04/2015 1:55,7,100
2/04/2015 2:00,23,100
2/04/2015 2:05,7,100
2/04/2015 2:10,17,100
2/04/2015 2:15,12,100
2/04/2015 2:20,12,100
2/04/2015 2:25,13,100
2/04/2015 2:30,25,100
2/04/2015 2:35,20,100
2/04/2015 2:40,11,100
2/04/2015 2:45,8,100
2/04/2015 2:50,10,100
2/04/2015 2:55,6,100
2/04/2015 3:00,10,100
2/04/2015 3:05,9,100
2/04/2015 3:10,9,100
2/04/2015 3:15,8,100
2/04/2015 3:20,8,100
2/04/2015 3:25,6,100
2/04/2015 3:30,1,100
2/04/2015 3:35,10,100
2/04/2015 3:40,8,100
2/04/2015 3:45,6,100
2/04/2015 3:50,10,100
2/04/2015 3:55,8,100
2/04/2015 4:00,7,100
2/04/2015 4:05,10,100
2/04/2015 4:10,11,100
2/04/2015 4:15,8,100
2/04/2015 4:20,10,100
2/04/2015 4:25,12,100
2/04/2015 4:30,8,100
2/04/2015 4:35,11,100
2/04/2015 4:40,17,100
2/04/2015 4:45,12,100
2/04/2015 4:50,17,100
2/04/2015 4:55,15,100
2/04/2015 5:00,14,100
2/04/2015 5:05,22,100
2/04/2015 5:10,21,100
2/04/2015 5:15,25,100
