5 Minutes,Lane 1 Flow (Veh/5 Minutes),% Observed
2/01/2015 23:20,10,100
2/01/2015 23:25,5,100
2/01/2015 23:30,2,100
2/01/2015 23:35,10,100
2/01/2015 23:40,4,100
2/01/2015 23:45,6,100
2/01/2015 23:50,3,100
2/01/2015 23:55,5,100
2/02/2015 0:00,3,100
2/02/2015 0:05,4,100
2/02/2015 0:10,3,100
2/02/2015 0:15,4,100
2/02/2015 0:20,4,100
2/02/2015 0:25,4,100
2/02/2015 0:30,5,100
2/02/2015 0:35,5,100
2/02/2015 0:40,3,100
2/02/2015 0:45,6,100
2/02/2015 0:50,3,100
2/02/2015 0:55,4,100
2/02/2015 1:00,4,100
2/02/2015 1:05,1,100
2/02/2015 1:10,2,100
2/02/2015 1:15,1,100
2/02/2015 1:20,5,100
2/02/2015 1:25,6,100
2/02/2015 1:30,4,100
2/02/2015 1:35,1,100
2/02/2015 1:40,2,100
2/02/2015 1:45,0,100
2/02/2015 1:50,4,100
2/02/2015 1:55,7,100
2/02/2015 2:00,2,100
2/02/2015 2:05,0,100
2/02/2015 2:10,2,100
2/02/2015 2:15,2,100
2/02/2015 2:20,3,100
2/02/2015 2:25,3,100
2/02/2015 2:30,2,100
2/02/2015 2:35,2,100
2/02/2015 2:40,2,100
2/02/2015 2:45,0,100
2/02/2015 2:50,2,100
2/02/2015 2:55,4,100
2/02/2015 3:00,2,100
2/02/2015 3:05,1,100
2/02/2015 3:10,2,100
2/02/2015 3:15,0,100
2/02/2015 3:20,2,100
2/02/2015 3:25,2,100
2/02/2015 3:30,0,100
2/02/2015 3:35,5,100
2/02/2015 3:40,1,100
2/02/2015 3:45,2,100
2/02/2015 3:50,8,100
2/02/2015 3:55,3,100
2/02/2015 4:00,2,100
2/02/2015 4:05,5,100
2/02/2015 4:10,6,100
2/02/2015 4:15,2,100
2/02/2015 4:20,3,100
2/02/2015 4:25,3,100
2/02/2015 4:30,20,100
2/02/2015 4:35,9,100
2/02/2015 4:40,5,100
2/02/2015 4:45,8,100
2/02/2015 4:50,15,100
2/02/2015 4:55,13,100
2/02/2015 5:00,11,100
2/02/2015 5:05,14,100
2/02/2015 5:10,10,100
2/02/2015 5:15,11,100
2/02/2015 5:20,20,100
2/02/2015 5:25,26,100
2/02/2015 5:30,23,100
2/02/2015 5:35,19,100
2/02/2015 5:40,32,100
2/02/2015 5:45,36,100
2/02/2015 5:50,36,100
2/02/2015 5:55,36,100
2/02/2015 6:00,42,100
2/02/2015 6:05,27,100
2/02/2015 6:10,18,100
2/02/2015 6:15,35,100
2/02/2015 6:20,25,100
2/02/2015 6:25,26,100
2/02/2015 6:30,28,100
2/02/2015 6:35,40,100
2/02/2015 6:40,27,100
2/02/2015 6:45,33,100
2/02/2015 6:50,27,100
2/02/2015 6:55,27,100
2/02/2015 7:00,22,100
2/02/2015 7:05,32,100
2/02/2015 7:10,35,100
2/02/2015 7:15,25,100
2/02/2015 7:20,32,100
2/02/2015 7:25,44,100
2/02/2015 7:30,32,100
2/02/2015 7:35,53,100
2/02/2015 7:40,43,100
2/02/2015 7:45,45,100
2/02/2015 7:50,49,100
2/02/2015 7:55,48,100
2/02/2015 8:00,46,100
2/02/2015 8:05,44,100
2/02/2015 8:10,47,100
2/02/2015 8:15,51,100
2/02/2015 8:20,48,100
2/02/2015 8:25,52,100
2/02/2015 8:30,63,100
2/02/2015 8:35,45,100
2/02/2015 8:40,46,100
2/02/2015 8:45,52,100
2/02/2015 8:50,63,100
2/02/2015 8:55,78,100
2/02/2015 9:00,61,100
2/02/2015 9:05,73,100
2/02/2015 9:10,58,100
2/02/2015 9:15,54,100
2/02/2015 9:20,52,100
2/02/2015 9:25,42,100
2/02/2015 9:30,57,100
2/02/2015 9:35,45,100
2/02/2015 9:40,52,100
2/02/2015 9:45,58,100
2/02/2015 9:50,47,100
2/02/2015 9:55,51,100
2/02/2015 10:00,47,100
2/02/2015 10:05,39,100
2/02/2015 10:10,37,100
2/02/2015 10:15,40,100
2/02/2015 10:20,34,100
2/02/2015 10:25,38,100
2/02/2015 10:30,38,100
2/02/2015 10:35,39,100
2/02/2015 10:40,38,100
2/02/2015 10:45,46,100
2/02/2015 10:50,46,100
2/02/2015 10:55,29,100
2/02/2015 11:00,36,100
2/02/2015 11:05,42,100
2/02/2015 11:10,43,100
2/02/2015 11:15,31,100
2/02/2015 11:20,42,100
2/02/2015 11:25,30,100
2/02/2015 11:30,27,100
2/02/2015 11:35,36,100
2/02/2015 11:40,25,100
2/02/2015 11:45,36,100
2/02/2015 11:50,38,100
2/02/2015 11:55,46,100
2/02/2015 12:00,44,100
2/02/2015 12:05,35,100
2/02/2015 12:10,40,100
2/02/2015 12:15,39,100
2/02/2015 12:20,41,100
2/02/2015 12:25,44,100
2/02/2015 12:30,39,100
2/02/2015 12:35,35,100
2/02/2015 12:40,35,100
2/02/2015 12:45,38,100
2/02/2015 12:50,36,100
2/02/2015 12:55,41,100
2/02/2015 13:00,34,100
2/02/2015 13:05,27,100
2/02/2015 13:10,32,100
2/02/2015 13:15,14,100
2/02/2015 13:20,31,100
2/02/2015 13:25,29,100
2/02/2015 13:30,23,100
2/02/2015 13:35,28,100
2/02/2015 13:40,27,100
2/02/2015 13:45,35,100
2/02/2015 13:50,31,100
2/02/2015 13:55,25,100
2/02/2015 14:00,32,100
2/02/2015 14:05,33,100
2/02/2015 14:10,36,100
2/02/2015 14:15,28,100
2/02/2015 14:20,21,100
2/02/2015 14:25,26,100
2/02/2015 14:30,23,100
2/02/2015 14:35,30,100
2/02/2015 14:40,27,100
2/02/2015 14:45,27,100
2/02/2015 14:50,21,100
2/02/2015 14:55,24,100
2/02/2015 15:00,20,100
2/02/2015 15:05,20,100
2/02/2015 15:10,23,100
2/02/2015 15:15,21,100
2/02/2015 15:20,24,100
2/02/2015 15:25,23,100
2/02/2015 15:30,19,100
2/02/2015 15:35,12,100
2/02/2015 15:40,18,100
2/02/2015 15:45,13,100
2/02/2015 15:50,19,100
2/02/2015 15:55,21,100
2/02/2015 16:00,14,100
2/02/2015 16:05,21,100
2/02/2015 16:10,11,100
2/02/2015 16:15,16,100
2/02/2015 16:20,13,100
2/02/2015 16:25,12,100
2/02/2015 16:30,10,100
2/02/2015 16:35,11,100
2/02/2015 16:40,3,100
2/02/2015 16:45,14,100
2/02/2015 16:50,6,100
2/02/2015 16:55,14,100
2/02/2015 17:00,8,100
2/02/2015 17:05,6,100
2/02/2015 17:10,9,100
2/02/2015 17:15,12,100
2/02/2015 17:20,17,100
2/02/2015 17:25,13,100
2/02/2015 17:30,7,100
2/02/2015 17:35,8,100
2/02/2015 17:40,11,100
2/02/2015 17:45,13,100
2/02/2015 17:50,10,100
2/02/2015 17:55,10,100
2/02/2015 18:00,18,100
2/02/2015 18:05,11,100
2/02/2015 18:10,11,100
2/02/2015 18:15,11,100
2/02/2015 18:20,14,100
2/02/2015 18:25,10,100
2/02/2015 18:30,18,100
2/02/2015 18:35,19,100
2/02/2015 18:40,19,100
2/02/2015 18:45,24,100
2/02/2015 18:50,21,100
2/02/2015 18:55,20,100
2/02/2015 19:00,13,100
2/02/2015 19:05,17,100
2/02/2015 19:10,13,100
2/02/2015 19:15,23,100
2/02/2015 19:20,24,100
2/02/2015 19:25,13,100
2/02/2015 19:30,17,100
2/02/2015 19:35,16,100
2/02/2015 19:40,14,100
2/02/2015 19:45,20,100
2/02/2015 19:50,15,100
2/02/2015 19:55,11,100
2/02/2015 20:00,14,100
2/02/2015 20:05,17,100
2/02/2015 20:10,15,100
2/02/2015 20:15,16,100
2/02/2015 20:20,10,100
2/02/2015 20:25,23,100
2/02/2015 20:30,15,100
2/02/2015 20:35,14,100
2/02/2015 20:40,10,100
2/02/2015 20:45,11,100
2/02/2015 20:50,14,100
2/02/2015 20:55,18,100
2/02/2015 21:00,17,100
2/02/2015 21:05,12,100
2/02/2015 21:10,14,100
2/02/2015 21:15,14,100
2/02/2015 21:20,13,100
2/02/2015 21:25,8,100
2/02/2015 21:30,20,100
2/02/2015 21:35,12,100
2/02/2015 21:40,8,100
2/02/2015 21:45,11,100
2/02/2015 21:50,10,100
2/02/2015 21:55,4,100
2/02/2015 22:00,13,100
2/02/2015 22:05,6,100
2/02/2015 22:10,14,100
2/02/2015 22:15,14,100
2/02/2015 22:20,10,100
2/02/2015 22:25,9,100
2/02/2015 22:30,14,100
2/02/2015 22:35,10,100
2/02/2015 22:40,9,100
2/02/2015 22:45,11,100
2/02/2015 22:50,4,100
2/02/2015 22:55,7,100
2/02/2015 23:00,5,100
2/02/2015 23:05,9,100
2/02/2015 23:10,7,100
2/02/2015 23:15,3,100
2/02/2015 23:20,5,100
2/02/2015 23:25,3,100
2/02/2015 23:30,5,100
2/02/2015 23:35,11,100
2/02/2015 23:40,6,100
2/02/2015 23:45,6,100
2/02/2015 23:50,5,100
2/02/2015 23:55,3,100
2/03/2015 0:00,2,100
2/03/2015 0:05,3,100
2/03/2015 0:10,5,100
2/03/2015 0:15,4,100
2/03/2015 0:20,7,100
2/03/2015 0:25,5,100
2/03/2015 0:30,2,100
2/03/2015 0:35,3,100
2/03/2015 0:40,1,100
2/03/2015 0:45,2,100
2/03/2015 0:50,1,100
2/03/2015 0:55,4,100
2/03/2015 1:00,2,100
2/03/2015 1:05,2,100
2/03/2015 1:10,6,100
2/03/2015 1:15,2,100
2/03/2015 1:20,3,100
2/03/2015 1:25,2,100
2/03/2015 1:30,4,100
2/03/2015 1:35,0,100
2/03/2015 1:40,4,100
2/03/2015 1:45,3,100
2/03/2015 1:50,1,100
2/03/2015 1:55,3,100
2/03/2015 2:00,2,100
2/03/2015 2:05,1,100
2/03/2015 2:10,1,100
2/03/2015 2:15,0,100
2/03/2015 2:20,1,100
2/03/2015 2:25,0,100
2/03/2015 2:30,0,100
2/03/2015 2:35,0,100
2/03/2015 2:40,0,100
2/03/2015 2:45,0,100
2/03/2015 2:50,1,100
2/03/2015 2:55,2,100
2/03/2015 3:00,1,100
2/03/2015 3:05,1,100
2/03/2015 3:10,2,100
2/03/2015 3:15,0,100
2/03/2015 3:20,2,100
2/03/2015 3:25,2,100
2/03/2015 3:30,3,100
2/03/2015 3:35,0,100
2/03/2015 3:40,1,100
2/03/2015 3:45,2,100
2/03/2015 3:50,5,100
2/03/2015 3:55,5,100
2/03/2015 4:00,3,100
2/03/2015 4:05,4,100
2/03/2015 4:10,2,100
2/03/2015 4:15,4,100
2/03/2015 4:20,2,100
2/03/2015 4:25,4,100
2/03/2015 4:30,6,100
2/03/2015 4:35,8,100
2/03/2015 4:40,7,100
2/03/2015 4:45,11,100
2/03/2015 4:50,15,100
2/03/2015 4:55,12,100
2/03/2015 5:00,13,100
2/03/2015 5:05,15,100
2/03/2015 5:10,15,100
2/03/2015 5:15,12,100
2/03/2015 5:20,24,100
2/03/2015 5:25,34,100
2/03/2015 5:30,27,100
2/03/2015 5:35,30,100
2/03/2015 5:40,25,100
2/03/2015 5:45,34,100
2/03/2015 5:50,32,100
2/03/2015 5:55,40,100
2/03/2015 6:00,40,100
2/03/2015 6:05,30,100
2/03/2015 6:10,43,100
2/03/2015 6:15,30,100
2/03/2015 6:20,38,100
2/03/2015 6:25,27,100
2/03/2015 6:30,30,100
2/03/2015 6:35,34,100
2/03/2015 6:40,39,100
2/03/2015 6:45,28,100
2/03/2015 6:50,37,100
2/03/2015 6:55,32,100
2/03/2015 7:00,31,100
2/03/2015 7:05,31,100
2/03/2015 7:10,38,100
2/03/2015 7:15,33,100
2/03/2015 7:20,32,100
2/03/2015 7:25,30,100
2/03/2015 7:30,37,100
2/03/2015 7:35,41,100
2/03/2015 7:40,47,100
2/03/2015 7:45,47,100
2/03/2015 7:50,52,100
2/03/2015 7:55,46,100
2/03/2015 8:00,44,100
2/03/2015 8:05,50,100
2/03/2015 8:10,55,100
2/03/2015 8:15,57,100
2/03/2015 8:20,57,100
2/03/2015 8:25,48,100
2/03/2015 8:30,62,100
2/03/2015 8:35,56,100
2/03/2015 8:40,58,100
2/03/2015 8:45,58,100
2/03/2015 8:50,67,100
2/03/2015 8:55,64,100
2/03/2015 9:00,70,100
2/03/2015 9:05,63,100
2/03/2015 9:10,64,100
2/03/2015 9:15,50,100
2/03/2015 9:20,50,100
2/03/2015 9:25,46,100
2/03/2015 9:30,62,100
2/03/2015 9:35,67,100
2/03/2015 9:40,50,100
2/03/2015 9:45,49,100
2/03/2015 9:50,58,100
2/03/2015 9:55,50,100
2/03/2015 10:00,42,100
2/03/2015 10:05,34,100
2/03/2015 10:10,48,100
2/03/2015 10:15,50,100
2/03/2015 10:20,37,100
2/03/2015 10:25,38,100
2/03/2015 10:30,50,100
2/03/2015 10:35,40,100
2/03/2015 10:40,42,100
2/03/2015 10:45,48,100
2/03/2015 10:50,49,100
2/03/2015 10:55,45,100
2/03/2015 11:00,46,100
2/03/2015 11:05,40,100
2/03/2015 11:10,47,100
2/03/2015 11:15,58,100
2/03/2015 11:20,38,100
2/03/2015 11:25,47,100
2/03/2015 11:30,29,100
2/03/2015 11:35,44,100
2/03/2015 11:40,47,100
2/03/2015 11:45,41,100
2/03/2015 11:50,47,100
2/03/2015 11:55,39,100
2/03/2015 12:00,35,100
2/03/2015 12:05,36,100
2/03/2015 12:10,33,100
2/03/2015 12:15,37,100
2/03/2015 12:20,41,100
2/03/2015 12:25,35,100
2/03/2015 12:30,31,100
2/03/2015 12:35,35,100
2/03/2015 12:40,25,100
2/03/2015 12:45,33,100
2/03/2015 12:50,28,100
2/03/2015 12:55,28,100
2/03/2015 13:00,38,100
2/03/2015 13:05,30,100
2/03/2015 13:10,27,100
2/03/2015 13:15,24,100
2/03/2015 13:20,32,100
2/03/2015 13:25,29,100
2/03/2015 13:30,34,100
2/03/2015 13:35,32,100
2/03/2015 13:40,37,100
2/03/2015 13:45,24,100
2/03/2015 13:50,31,100
2/03/2015 13:55,33,100
2/03/2015 14:00,27,100
2/03/2015 14:05,19,100
2/03/2015 14:10,35,100
2/03/2015 14:15,22,100
2/03/2015 14:20,29,100
2/03/2015 14:25,26,100
2/03/2015 14:30,20,100
2/03/2015 14:35,30,100
2/03/2015 14:40,26,100
2/03/2015 14:45,29,100
2/03/2015 14:50,22,100
2/03/2015 14:55,24,100
2/03/2015 15:00,22,100
2/03/2015 15:05,25,100
2/03/2015 15:10,26,100
2/03/2015 15:15,24,100
2/03/2015 15:20,18,100
2/03/2015 15:25,27,100
2/03/2015 15:30,21,100
2/03/2015 15:35,20,100
2/03/2015 15:40,13,100
2/03/2015 15:45,21,100
2/03/2015 15:50,15,100
2/03/2015 15:55,16,100
2/03/2015 16:00,7,100
2/03/2015 16:05,12,100
2/03/2015 16:10,13,100
2/03/2015 16:15,12,100
2/03/2015 16:20,14,100
2/03/2015 16:25,15,100
2/03/2015 16:30,10,100
2/03/2015 16:35,16,100
2/03/2015 16:40,14,100
2/03/2015 16:45,13,100
2/03/2015 16:50,10,100
2/03/2015 16:55,6,100
2/03/2015 17:00,14,100
2/03/2015 17:05,4,100
2/03/2015 17:10,7,100
2/03/2015 17:15,6,100
2/03/2015 17:20,12,100
2/03/2015 17:25,13,100
2/03/2015 17:30,10,100
2/03/2015 17:35,9,100
2/03/2015 17:40,5,100
2/03/2015 17:45,10,100
2/03/2015 17:50,7,100
2/03/2015 17:55,7,100
2/03/2015 18:00,11,100
2/03/2015 18:05,5,100
2/03/2015 18:10,5,100
2/03/2015 18:15,6,100
2/03/2015 18:20,8,100
2/03/2015 18:25,10,100
2/03/2015 18:30,10,100
2/03/2015 18:35,5,100
2/03/2015 18:40,11,100
2/03/2015 18:45,11,100
2/03/2015 18:50,12,100
2/03/2015 18:55,19,100
2/03/2015 19:00,13,100
2/03/2015 19:05,16,100
2/03/2015 19:10,14,100
2/03/2015 19:15,17,100
2/03/2015 19:20,19,100
2/03/2015 19:25,29,100
2/03/2015 19:30,17,100
2/03/2015 19:35,23,100
2/03/2015 19:40,16,100
2/03/2015 19:45,17,100
2/03/2015 19:50,21,100
2/03/2015 19:55,20,100
2/03/2015 20:00,16,100
2/03/2015 20:05,13,100
2/03/2015 20:10,13,100
2/03/2015 20:15,16,100
2/03/2015 20:20,13,100
2/03/2015 20:25,17,100
2/03/2015 20:30,7,100
2/03/2015 20:35,15,100
2/03/2015 20:40,9,100
2/03/2015 20:45,10,100
2/03/2015 20:50,20,100
2/03/2015 20:55,12,100
2/03/2015 21:00,16,100
2/03/2015 21:05,17,100
2/03/2015 21:10,17,100
2/03/2015 21:15,16,100
2/03/2015 21:20,12,100
2/03/2015 21:25,13,100
2/03/2015 21:30,12,100
2/03/2015 21:35,14,100
2/03/2015 21:40,11,100
2/03/2015 21:45,15,100
2/03/2015 21:50,13,100
2/03/2015 21:55,18,100
2/03/2015 22:00,18,100
2/03/2015 22:05,14,100
2/03/2015 22:10,19,100
2/03/2015 22:15,22,100
2/03/2015 22:20,11,100
2/03/2015 22:25,20,100
2/03/2015 22:30,23,100
2/03/2015 22:35,27,100
2/03/2015 22:40,20,100
2/03/2015 22:45,17,100
2/03/2015 22:50,17,100
2/03/2015 22:55,18,100
2/03/2015 23:00,16,100
2/03/2015 23:05,18,100
2/03/2015 23:10,21,100
2/03/2015 23:15,13,100
2/03/2015 23:20,8,100
2/03/2015 23:25,19,100
2/03/2015 23:30,7,100
2/03/2015 23:35,9,100
2/03/2015 23:40,10,100
2/03/2015 23:45,11,100
2/03/2015 23:50,10,100
2/03/2015 23:55,11,100
2/04/2015 0:00,5,100
2/04/2015 0:05,10,100
2/04/2015 0:10,7,100
2/04/2015 0:15,12,100
2/04/2015 0:20,5,100
2/04/2015 0:25,11,100
2/04/2015 0:30,7,100
2/04/2015 0:35,7,100
2/04/2015 0:40,7,100
2/04/2015 0:45,2,100
2/04/2015 0:50,8,100
2/04/2015 0:55,4,100
2/04/2015 1:00,7,100
2/04/2015 1:05,9,100
2/04/2015 1:10,4,100
2/04/2015 1:15,6,100
2/04/2015 1:20,8,100
2/04/2015 1:25,5,100
2/04/2015 1:30,6,100
2/04/2015 1:35,4,100
2/04/2015 1:40,3,100
2/04/2015 1:45,1,100
2/04/2015 1:50,9,100
2/04/2015 1:55,7,100
2/04/2015 2:00,1,100
2/04/2015 2:05,4,100
2/04/2015 2:10,3,100
2/04/2015 2:15,5,100
2/04/2015 2:20,2,100
2/04/2015 2:25,7,100
2/04/2015 2:30,3,100
2/04/2015 2:35,3,100
2/04/2015 2:40,1,100
2/04/2015 2:45,3,100
2/04/2015 2:50,2,100
2/04/2015 2:55,2,100
2/04/2015 3:00,1,100
2/04/2015 3:05,2,100
2/04/2015 3:10,5,100
2/04/2015 3:15,2,100
2/04/2015 3:20,4,100
2/04/2015 3:25,3,100
2/04/2015 3:30,2,100
2/04/2015 3:35,2,100
2/04/2015 3:40,3,100
2/04/2015 3:45,2,100
2/04/2015 3:50,4,100
2/04/2015 3:55,3,100
2/04/2015 4:00,5,100
2/04/2015 4:05,6,100
2/04/2015 4:10,2,100
2/04/2015 4:15,1,100
2/04/2015 4:20,8,100
2/04/2015 4:25,10,100
2/04/2015 4:30,8,100
2/04/2015 4:35,10,100
2/04/2015 4:40,9,100
2/04/2015 4:45,10,100
2/04/2015 4:50,9,100
2/04/2015 4:55,14,100
2/04/2015 5:00,17,100
2/04/2015 5:05,13,100
2/04/2015 5:10,20,100
2/04/2015 5:15,20,100
